review_id	review_text	aspect_term	polarity
2644	it 's  so much easier to navigate through the operating system ,  to find files ,  and it runs a lot faster ! 	find files	0
1365	purchased a toshiba lap top it worked good until just after the warrenty went out . 	warrenty	1
2033	i wanted to purchase the extended warranty and they refused ,  because they knew it was trouble . 	extended warranty	2
2271	we upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed . 	memory	2
2271	we upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed . 	speed	0
2271	we upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed . 	performace	0
103	the reality was ,  it heated up very quickly ,  and took way too long to do simple things ,  like opening my documents folder . 	opening my documents folder	1
1149	i had always used pcs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive . 	operating systems	1
900	then ,  within 5 months ,  the charger crapped out on me . 	charger	1
1649	and if you have a iphone or ipod touch you can connect and download songs to it at high speed . 	speed	0
446	i love the glass touchpad . 	glass touchpad	0
1912	i continued to take the computer in again and they replaced the hard drive and mother board yet again . 	hard drive	1
1912	i continued to take the computer in again and they replaced the hard drive and mother board yet again . 	mother board	1
2752	i am using the external speaker -  sound is good . 	external speaker	0
2752	i am using the external speaker -  sound is good . 	sound	0
2381	still testing the battery life as i thought it would be better ,  but am very happy with the upgrade . 	battery life	1
404	then hp sends it back to me with the hardware screwed up ,  not able to connect . 	hardware	1
407	oh yeah ,  do n't  forget the expensive shipping to and from hp . 	shipping	1
1731	everything is so easy to use ,  mac software is just so much simpler than microsoft software . 	mac software	0
1731	everything is so easy to use ,  mac software is just so much simpler than microsoft software . 	microsoft software	1
1731	everything is so easy to use ,  mac software is just so much simpler than microsoft software . 	use	0
1186	and if you do a lot of writing ,  editing is a problem since there is no  forward delete  key . 	delete key	1
1186	and if you do a lot of writing ,  editing is a problem since there is no  forward delete  key . 	editing	1
2470	its ease of use and the top service from apple -  be it their phone assistance or bellying up to the genius bar -  cannot be beat . 	use	0
2470	its ease of use and the top service from apple -  be it their phone assistance or bellying up to the genius bar -  cannot be beat . 	service	0
2470	its ease of use and the top service from apple -  be it their phone assistance or bellying up to the genius bar -  cannot be beat . 	phone assistance	0
2470	its ease of use and the top service from apple -  be it their phone assistance or bellying up to the genius bar -  cannot be beat . 	genius bar	0
331	it has a 10 hour battery life when you 're  doing web browsing and word editing ,  making it perfect for the classroom or office ,  and in terms of gaming and movie playing it 'll  have a battery life of just over 5 hours . 	battery life	0
331	it has a 10 hour battery life when you 're  doing web browsing and word editing ,  making it perfect for the classroom or office ,  and in terms of gaming and movie playing it 'll  have a battery life of just over 5 hours . 	battery life	0
331	it has a 10 hour battery life when you 're  doing web browsing and word editing ,  making it perfect for the classroom or office ,  and in terms of gaming and movie playing it 'll  have a battery life of just over 5 hours . 	gaming	2
331	it has a 10 hour battery life when you 're  doing web browsing and word editing ,  making it perfect for the classroom or office ,  and in terms of gaming and movie playing it 'll  have a battery life of just over 5 hours . 	movie playing	2
331	it has a 10 hour battery life when you 're  doing web browsing and word editing ,  making it perfect for the classroom or office ,  and in terms of gaming and movie playing it 'll  have a battery life of just over 5 hours . 	web browsing	2
331	it has a 10 hour battery life when you 're  doing web browsing and word editing ,  making it perfect for the classroom or office ,  and in terms of gaming and movie playing it 'll  have a battery life of just over 5 hours . 	word editing	2
1057	acer has set me up with free recovery discs ,  when they are available since i asked . 	recovery discs	0
1095	i also purchased office max 's   " max assurance "  with the  " no lemon "  clause . 	office max 's " max assurance " 	2
1718	i eventually did the migration from my imac backup disc which uses usb . 	imac backup disc	2
1718	i eventually did the migration from my imac backup disc which uses usb . 	usb	2
2923	the battery life seems to be very good ,  and have had no issues with it . 	battery life	0
3027	enabling the battery timer is useless . 	battery timer	1
654	temperatures on the outside were alright but i did not track in core processing unit temperatures . 	temperatures	2
654	temperatures on the outside were alright but i did not track in core processing unit temperatures . 	core processing unit temperatures	2
1110	going to bring it to service today . 	service	2
1488	there is no need to purchase virus protection for mac ,  which saves me a lot of time and money . 	virus protection for mac	0
488	but we had paid for bluetooth ,  and there was none . 	bluetooth	1
1289	so ,  i paid a visit to lg notebook service center at alexandra road ,  hoping they can make the hinge tighter . 	lg notebook service center	2
1289	so ,  i paid a visit to lg notebook service center at alexandra road ,  hoping they can make the hinge tighter . 	hinge	1
2985	my daughter uses it for games ,  email ,  facebook ,  pictures and music . 	games	2
1573	it is always reliable ,  never bugged and responds well . 	responds	0
1928	after about a week i finally got it back and was told that the motherboard had failed and so they installed a new motherboard . 	motherboard	1
1928	after about a week i finally got it back and was told that the motherboard had failed and so they installed a new motherboard . 	motherboard	2
1099	it was slow ,  locked up ,  and also had hardware replaced after only 2 months ! 	hardware	1
1347	they had to replace the motherboard in april	motherboard	1
1408	yes ,  the computer was light weight ,  less expensive than the average laptop ,  and was pretty self explantory in use . 	use	0
1374	also ,  if you need to talk to a representive at microsoft ,  there is a charge ,  which i believe is robbery ,  since you are charged enormous amounts for a very badly designed system ,  which most people would have went with xp if they could . 	representive at microsoft	1
1374	also ,  if you need to talk to a representive at microsoft ,  there is a charge ,  which i believe is robbery ,  since you are charged enormous amounts for a very badly designed system ,  which most people would have went with xp if they could . 	system	1
1374	also ,  if you need to talk to a representive at microsoft ,  there is a charge ,  which i believe is robbery ,  since you are charged enormous amounts for a very badly designed system ,  which most people would have went with xp if they could . 	xp	0
2864	i love windows 7 which is a vast improvment over vista . 	windows 7	0
2864	i love windows 7 which is a vast improvment over vista . 	vista	1
30	keyboard is great ,  very quiet for all the typing that i do . 	keyboard	0
474	dell 's  customer disservice is an insult to it 's  customers who pay good money for shoddy products . 	dell 's customer disservice	1
156	it had a cooling system malfunction after 10 minutes of general use ,  and would not move past this error . 	cooling system	1
156	it had a cooling system malfunction after 10 minutes of general use ,  and would not move past this error . 	use	2
2095	i can render avchd movies with little effort ,  which was a problem for most pc 's  unless you had a quad core i7 . 	quad core i7	0
1722	after talking it over with the very knowledgeable sales associate ,  i chose the macbook pro over the white macbook . 	sales associate	0
2004	if you really want a bang - up system and do n't  need to run windows applications ,  go with an apple;	system	0
2004	if you really want a bang - up system and do n't  need to run windows applications ,  go with an apple;	windows applications	2
2296	you wo n't  have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet . 	virus program	1
493	it weighed like seven pounds or something like that . 	weighed	2
493	it weighed like seven pounds or something like that . 	seven pounds	2
902	2 months later ,  the battery went . 	battery	1
2433	you may need to special order a bag . 	bag	2
1675	it 's  color is even cool . 	color	0
609	keys are all in weird places and is way too large for the way it is designed . 	keys	1
609	keys are all in weird places and is way too large for the way it is designed . 	designed	1
296	yes ,  a mac is much more money than the average laptop out there ,  but there is no comparison in style ,  speed and just cool factor . 	style	0
296	yes ,  a mac is much more money than the average laptop out there ,  but there is no comparison in style ,  speed and just cool factor . 	speed	0
2335	the keyboard feels good and i type just fine on it . 	keyboard	0
2416	i thought the white mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing . 	mousepad	2
1471	and not to mention after using it for a few months or so ,  the battery will slowly less and less hold a charge until you ca n't  leave it unplugged for more than 5 minutes without the thing dying . 	battery	1
1427	best buy  -  5 stars + + +  ( sales ,  service ,  respect for old men who are n't  familiar with the technology )  dell computers  -  3 stars dell support  -  owes a me a couple	sales	0
1427	best buy  -  5 stars + + +  ( sales ,  service ,  respect for old men who are n't  familiar with the technology )  dell computers  -  3 stars dell support  -  owes a me a couple	service	0
1427	best buy  -  5 stars + + +  ( sales ,  service ,  respect for old men who are n't  familiar with the technology )  dell computers  -  3 stars dell support  -  owes a me a couple	dell support	0
911	no complaints with their desktop ,  and maybe because it just sits on your desktop ,  and you do n't  carry it around ,  which could jar the hard drive ,  or the motherboard . 	hard drive	2
911	no complaints with their desktop ,  and maybe because it just sits on your desktop ,  and you do n't  carry it around ,  which could jar the hard drive ,  or the motherboard . 	motherboard	2
2001	yes ,  they cost more ,  but they more than make up for it in speed ,  construction quality ,  and longevity . 	speed	0
2001	yes ,  they cost more ,  but they more than make up for it in speed ,  construction quality ,  and longevity . 	construction quality	0
2001	yes ,  they cost more ,  but they more than make up for it in speed ,  construction quality ,  and longevity . 	longevity	0
2465	since i keyboard over 100 wpm ,  i look for a unit that has a comfortble keyboard  ( no keys sticking or lagging ,  strange configuration of  " extra key "  ,  etc . 	keyboard	0
2465	since i keyboard over 100 wpm ,  i look for a unit that has a comfortble keyboard  ( no keys sticking or lagging ,  strange configuration of  " extra key "  ,  etc . 	keys	0
2465	since i keyboard over 100 wpm ,  i look for a unit that has a comfortble keyboard  ( no keys sticking or lagging ,  strange configuration of  " extra key "  ,  etc . 	configuration of " extra key " 	0
2331	 )  i also tried the touch pad and compared it to other netbooks in the store . 	touch pad	2
599	it absolutely is more expensive than most pc laptops ,  but the ease of use ,  security ,  and minimal problems that have arisen make it well worth the pricetag . 	use	0
599	it absolutely is more expensive than most pc laptops ,  but the ease of use ,  security ,  and minimal problems that have arisen make it well worth the pricetag . 	security	0
823	it gets stuck all of the time you use it ,  and you have to keep tapping on it to get it to work . 	use	1
823	it gets stuck all of the time you use it ,  and you have to keep tapping on it to get it to work . 	work	1
3006	lots of preloaded software . 	preloaded software	0
2941	i wish it had a webcam though ,  then it would be perfect ! 	webcam	1
2776	my favorite part of this computer is that it has a vga port so i can connect it to a bigger screen . 	vga port	0
2776	my favorite part of this computer is that it has a vga port so i can connect it to a bigger screen . 	screen	2
1686	another thing i might add is the battery life is excellent . 	battery life	0
2091	one drawback ,  i wish the keys were backlit . 	keys	1
1259	acer was no help and garmin could not determine the problem ( after spending about 2 hours with me )  ,  so i returned it and purchased a toshiba r700 that seems even nicer and i was able to load all of my software with no problem . 	software	0
2938	i wish the volume could be louder and the mouse didnt break after only a month . 	volume	1
2938	i wish the volume could be louder and the mouse didnt break after only a month . 	mouse	1
2574	i play a lot of casual games online ,  and the touchpad is very responsive . 	touchpad	0
2351	granted ,  it 's  still a very new laptop but in comparison to my previous laptops and desktops ,  my mac boots up noticeably quicker . 	boots up	0
526	it caught a virus that completely wiped out my hard drive in a matter of hours . 	hard drive	1
3020	it is everything i 'd  hoped it would be from a look and feel standpoint ,  but somehow a bit more sturdy . 	look and feel standpoint	0
2541	the only fact i dont like about apples is they generally use safari and i dont use safari but after i install mozzilla firfox i love every single bit about it . 	safari	1
2541	the only fact i dont like about apples is they generally use safari and i dont use safari but after i install mozzilla firfox i love every single bit about it . 	safari	1
2541	the only fact i dont like about apples is they generally use safari and i dont use safari but after i install mozzilla firfox i love every single bit about it . 	mozzilla firfox	0
1069	the bluetooth was not there at all ,  and the fingerprint reader driver would be there ,  but the software would hang after installation was 1 / 2 way done . 	bluetooth	1
1069	the bluetooth was not there at all ,  and the fingerprint reader driver would be there ,  but the software would hang after installation was 1 / 2 way done . 	fingerprint reader driver	1
1069	the bluetooth was not there at all ,  and the fingerprint reader driver would be there ,  but the software would hang after installation was 1 / 2 way done . 	software	1
1553	great battery ,  speed ,  display . 	battery	0
1553	great battery ,  speed ,  display . 	speed	0
1553	great battery ,  speed ,  display . 	display	0
2874	the delivery was fast ,  and i would not hesitate to purchase this laptop again . 	delivery	0
2385	i 've  been impressed with the battery life and the performance for such a small amount of memory . 	battery life	0
2385	i 've  been impressed with the battery life and the performance for such a small amount of memory . 	performance	0
2385	i 've  been impressed with the battery life and the performance for such a small amount of memory . 	memory	1
1654	it 's  applications are terrific ,  including the replacements for microsoft office . 	applications	0
1654	it 's  applications are terrific ,  including the replacements for microsoft office . 	microsoft office	0
3058	they improved nothing else such as resolution ,  appearance ,  cooling system ,  graphics card ,  etc . 	resolution	1
3058	they improved nothing else such as resolution ,  appearance ,  cooling system ,  graphics card ,  etc . 	appearance	1
3058	they improved nothing else such as resolution ,  appearance ,  cooling system ,  graphics card ,  etc . 	cooling system	1
3058	they improved nothing else such as resolution ,  appearance ,  cooling system ,  graphics card ,  etc . 	graphics card	1
1937	i got it back and my built - in webcam and built - in mic were shorting out anytime i touched the lid ,   ( mind you this was my means of communication with my fiance who was deployed )  but i suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out . 	built - in webcam	1
1937	i got it back and my built - in webcam and built - in mic were shorting out anytime i touched the lid ,   ( mind you this was my means of communication with my fiance who was deployed )  but i suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out . 	built - in mic	1
1937	i got it back and my built - in webcam and built - in mic were shorting out anytime i touched the lid ,   ( mind you this was my means of communication with my fiance who was deployed )  but i suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out . 	cam	1
1937	i got it back and my built - in webcam and built - in mic were shorting out anytime i touched the lid ,   ( mind you this was my means of communication with my fiance who was deployed )  but i suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out . 	mic	1
104	is this partially due to the fact that it is running windows vista ? 	windows vista	2
1417	the board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues . 	board	1
1417	the board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues . 	connector	1
1417	the board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues . 	power supply	1
1417	the board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues . 	warrenty	1
1417	the board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues . 	power supply	1
2886	my dad has one of the very first toshibas ever made ,  yes its abit slow now but still works well and i hooked to my ethernet ! 	ethernet	0
2886	my dad has one of the very first toshibas ever made ,  yes its abit slow now but still works well and i hooked to my ethernet ! 	works	0
2124	mostly i love the drag and drop feature . 	drag and drop feature	0
260	oh yeah ,  and if the fancy webcam breaks guess who you have to send it to to get it fixed ? 	webcam	1
1172	i ordered through macmall ,  which saved me the sales tax i would have incurred buying locally . 	sales tax	0
2221	of course ,  i also have several great software packages that came for free including iwork ,  garageband ,  and imovie . 	software packages	0
2221	of course ,  i also have several great software packages that came for free including iwork ,  garageband ,  and imovie . 	iwork	0
2221	of course ,  i also have several great software packages that came for free including iwork ,  garageband ,  and imovie . 	garageband	0
2221	of course ,  i also have several great software packages that came for free including iwork ,  garageband ,  and imovie . 	imovie	0
386	the screen is very large and crystal clear with amazing colors and resolution . 	screen	0
386	the screen is very large and crystal clear with amazing colors and resolution . 	colors	0
386	the screen is very large and crystal clear with amazing colors and resolution . 	resolution	0
1357	after a little more than a year of owning my macbook pro ,  the monitor has completely died . 	monitor	1
2605	the brand of itunes has just become ingrained in our lexicon now ,  but keep in mind that apple started it all . 	itunes	0
1742	size :  i know 13 is small  ( especially for a desktop replacement )  but with an external monitor ,  who cares . 	size	1
1742	size :  i know 13 is small  ( especially for a desktop replacement )  but with an external monitor ,  who cares . 	external monitor	2
2578	additional caveat :  the base installation comes with some toshiba - specific software that may or may not be to a user 's  liking . 	base installation	1
2578	additional caveat :  the base installation comes with some toshiba - specific software that may or may not be to a user 's  liking . 	software	1
942	taking it back to best buy i found that a tiny plastic piece inside had broken  ( manuf issue )  . 	manuf	1
311	the display is incredibly bright ,  much brighter than my powerbook and very crisp . 	display	0
13	the amd turin processor seems to always perform so much better than intel . 	amd turin processor	0
13	the amd turin processor seems to always perform so much better than intel . 	intel	1
1852	after that the said it was under warranty . 	warranty	2
2708	the start menu is not the easiest thing to navigate due to the stacking . 	start menu	1
2708	the start menu is not the easiest thing to navigate due to the stacking . 	navigate	1
1566	only thing i would want to add to this is an internal bluray read / write drive . 	bluray read / write drive	1
540	the service tech said he had tried to duplicate the damage and was n't  able to recreate it therefore it had to be their defect . 	service tech	1
878	the tech store i purchased this from sent it back ,  ,  ,  ,  , eventually i got a new or repaired machine approximately 3 weeks later . 	tech store	1
2388	really like the textured surface which shows no fingerprints . 	surface	0
3074	the screen is bright and the keyboard is nice;	screen	0
3074	the screen is bright and the keyboard is nice;	keyboard	0
2534	but the machine is awesome and ilife is great and i love snow leopard x . 	ilife	0
2534	but the machine is awesome and ilife is great and i love snow leopard x . 	snow leopard x	0
2185	high price tag ,  however . 	price tag	1
2632	i thought learning the mac os would be hard ,  but it is easily picked up if you are familiar with a pc . 	mac os	0
2675	i had static in the output ,  and i had to reduce the sound output quality to  " fm "  as opposed to the default  " cd . 	sound output quality	1
392	i custom ordered the machine from hp and could not understand the techie due to his accent . 	techie	1
1551	it is easy to use and lightweight . 	use	0
2698	i went to toshiba online help and found some suggestions to fix it . 	toshiba online help	0
340	they also have a longer service life than other computers  ( i have several friends who still use the older apple powerbooks )  . 	service life	0
2918	if you check you will find the same notebook with the above missing ports and a dual core amd or intel processor . 	ports	2
2918	if you check you will find the same notebook with the above missing ports and a dual core amd or intel processor . 	processor	2
2939	this laptop is a great price and has a sleek look . 	price	0
2939	this laptop is a great price and has a sleek look . 	look	0
1958	i especially like the keyboard which has chiclet type keys . 	keyboard	0
1958	i especially like the keyboard which has chiclet type keys . 	keys	0
1355	runs hot  i thought we were paying for quality in our decision to buy an apple product . 	quality	1
3021	for the not so good ,  i got the stock screen  -  which is very glossy . 	stock screen	1
2415	the gray color was a good choice . 	gray color	0
2696	i would like to have volume buttons rather than the adjustment that is on the front . 	volume buttons	1
2916	the processor a amd semprom at 2 . 1 ghz is a bummer it does not have the power for hd or heavy computing . 	processor	1
2916	the processor a amd semprom at 2 . 1 ghz is a bummer it does not have the power for hd or heavy computing . 	computing	1
4	i bought a protector for my key pad and it works great  :  ) 	protector	2
4	i bought a protector for my key pad and it works great  :  ) 	key pad	0
2260	the magnetic plug - in power charging power cord is great  ( i even put it to the test by accident )  -  excellent innovation ! 	magnetic plug - in power charging power cord	0
1376	it seems they could have updated xp and done without creating vista . 	xp	0
1376	it seems they could have updated xp and done without creating vista . 	vista	1
936	it is easy to use ,  fast and has great graphics for the money . 	graphics	0
936	it is easy to use ,  fast and has great graphics for the money . 	use	0
2323	i like how the mac os is so simple and easy to use . 	mac os	0
2323	i like how the mac os is so simple and easy to use . 	use	0
1804	while apple 's  saving grace is the fact that they at least stand behind their products ,  and their support is great ,  it would be nice if their products were more reliable to justify the premium . 	support	0
1426	i was ready to take it back for a refund ,  but the geek squad camed through and pointed me in the right direction to get it fixed . 	geek squad	0
138	only good thing is the graphics quality . 	graphics quality	0
1192	the other lock - up problems are from a myriad of causes ,  the most common being a corrupted version of appleworks which can render the browser useless . 	appleworks	1
1192	the other lock - up problems are from a myriad of causes ,  the most common being a corrupted version of appleworks which can render the browser useless . 	browser	1
1691	the paint wears off easily due to the keyboard being farther back than usual . 	paint	1
1691	the paint wears off easily due to the keyboard being farther back than usual . 	keyboard	1
537	i had purchased it from a major electronics store and took it to their service department to find out what the problem was . 	service department	2
541	the store honored their warrenty and made the comment that they do n't  even recommend the hp brand because of the problems with their warrentys . 	warrenty	0
541	the store honored their warrenty and made the comment that they do n't  even recommend the hp brand because of the problems with their warrentys . 	warrentys	1
3043	i always use a backup hard disk to store important files at all times . 	hard disk	2
505	they sent out the box right away for me to send in my computer ,  they paid postage and whatnot ,  but when i got my computer back it still was n't  running right ,  and now my cd drive was n't  reading anything ! 	cd drive	1
505	they sent out the box right away for me to send in my computer ,  they paid postage and whatnot ,  but when i got my computer back it still was n't  running right ,  and now my cd drive was n't  reading anything ! 	running	1
569	but the screen size is not that bad for email and web browsing . 	screen size	0
569	but the screen size is not that bad for email and web browsing . 	web browsing	2
3081	once i removed all the software the laptop loads in 15 - 20 seconds . 	software	1
3081	once i removed all the software the laptop loads in 15 - 20 seconds . 	loads	2
